time:timestamp,utente,Utente coinvolto,evento,Componente,concept:name,Descrizione;
24/01/2020 23:13,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:13,User 10,/,URL: Soluzioni esercizi capitolo 2 e 3 (linguaggi relazionali e SQL) libro di testo,URL,Visualizzato modulo corso,The user with id '34817' viewed the 'url' activity with course module id '54204'.;
24/01/2020 23:13,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
"24/01/2020 23:12,User 10,/,""Cartella: Soluzioni di domande, scritti e compitini contribuite da studenti (grazie!)"",Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54203'.";
24/01/2020 23:11,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:11,User 10,/,URL: Altri esercizi basi di dati (molti con soluzioni),URL,Visualizzato modulo corso,The user with id '34817' viewed the 'url' activity with course module id '54202'.;
24/01/2020 23:11,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:10,User 10,/,Cartella: Testi compitini e scritti anni accademici precedenti,Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54201'.;
24/01/2020 23:10,User 10,/,File: Testi e possibili soluzioni secondo compitino,Risorsa,Visualizzato modulo corso,The user with id '34817' viewed the 'resource' activity with course module id '78387'.;
24/01/2020 23:10,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:10,User 10,/,File: Testi e possibili soluzioni secondo compitino,Risorsa,Visualizzato modulo corso,The user with id '34817' viewed the 'resource' activity with course module id '78387'.;
24/01/2020 23:10,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:10,User 10,/,URL: possibili soluzioni primo compitino,URL,Visualizzato modulo corso,The user with id '34817' viewed the 'url' activity with course module id '75625'.;
24/01/2020 23:09,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
"24/01/2020 23:09,User 10,/,""Cartella: Soluzioni di domande, scritti e compitini contribuite da studenti (grazie!)"",Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54203'.";
24/01/2020 23:09,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:09,User 10,/,Cartella: Testi compitini e scritti anni accademici precedenti,Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54201'.;
24/01/2020 23:09,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:09,User 10,/,Cartella: Testi compitini e scritti anni accademici precedenti,Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54201'.;
24/01/2020 23:09,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 23:09,User 10,/,Quiz: Secondo compitino a.a. 2017-18 - Primo Turno,Quiz,Visualizzato modulo corso,The user with id '34817' viewed the 'quiz' activity with course module id '54197'.;
24/01/2020 23:09,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:54,User 10,/,URL: Altri esercizi basi di dati (molti con soluzioni),URL,Visualizzato modulo corso,The user with id '34817' viewed the 'url' activity with course module id '54202'.;
24/01/2020 22:54,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:54,User 10,/,Quiz: Secondo compitino a.a. 2017-18 - Primo Turno,Quiz,Visualizzato modulo corso,The user with id '34817' viewed the 'quiz' activity with course module id '54197'.;
24/01/2020 22:54,User 10,/,File: Testi e possibili soluzioni secondo compitino,Risorsa,Visualizzato modulo corso,The user with id '34817' viewed the 'resource' activity with course module id '78387'.;
24/01/2020 22:54,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:53,User 10,/,File: Testi e possibili soluzioni secondo compitino,Risorsa,Visualizzato modulo corso,The user with id '34817' viewed the 'resource' activity with course module id '78387'.;
24/01/2020 22:53,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:53,User 10,/,Quiz: Esame 18 settembre 2019 - Completo,Quiz,Visualizzato modulo corso,The user with id '34817' viewed the 'quiz' activity with course module id '54170'.;
24/01/2020 22:52,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:51,User 10,/,Cartella: Domande e esercizi (svolti a lezione e proposti) sui linguaggi relazionali,Cartella,Visualizzato modulo corso,The user with id '34817' viewed the 'folder' activity with course module id '54251'.;
24/01/2020 22:44,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 22:44,User 10,/,Quiz: Quiz algebra relazionale,Quiz,Visualizzato modulo corso,The user with id '34817' viewed the 'quiz' activity with course module id '54252'.;
24/01/2020 21:40,User 79,/,File: creazioneVideoteca.sql,Risorsa,Visualizzato modulo corso,The user with id '11543' viewed the 'resource' activity with course module id '54240'.;
24/01/2020 21:39,User 79,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '11543' viewed the course with id '1750'.;
24/01/2020 21:27,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Effettuata revisione tentativo quiz,The user with id '34817' has had their attempt with id '486371' reviewed by the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:27,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Inviato tentativo quiz,The user with id '34817' has submitted the attempt with id '486371' for the quiz with course module id '54252'.;
24/01/2020 21:27,/,User 10,Corso: BASI DI DATI - 25880,Sistema,Valutato utente,The user with id '-1' updated the grade with id '374901' for the user with id '34817' for the grade item with id '5779'.;
24/01/2020 21:27,User 10,User 10,Corso: BASI DI DATI - 25880,Sistema,Valutato utente,The user with id '34817' updated the grade with id '374929' for the user with id '34817' for the grade item with id '5808'.;
24/01/2020 21:27,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato riepilogo del quiz,The user with id '34817' has viewed the summary for the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:25,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:17,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:15,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:15,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:15,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:14,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:13,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:12,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:11,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:09,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:08,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:07,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 21:00,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:59,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:56,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:55,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:55,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:53,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:52,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:51,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:50,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:49,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Visualizzato tentativo quiz,The user with id '34817' has viewed the attempt with id '486371' belonging to the user with id '34817' for the quiz with course module id '54252'.;
24/01/2020 20:49,User 10,User 10,Quiz: Quiz algebra relazionale,Quiz,Avviato tentativo quiz,The user with id '34817' has started the attempt with id '486371' for the quiz with course module id '54252'.;
24/01/2020 20:49,User 10,/,Quiz: Quiz algebra relazionale,Quiz,Visualizzato modulo corso,The user with id '34817' viewed the 'quiz' activity with course module id '54252'.;
24/01/2020 19:36,User 162,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '55643' viewed the course with id '1750'.;
24/01/2020 19:35,User 162,/,Cartella: Testi compitini e scritti anni accademici precedenti,Cartella,Visualizzato modulo corso,The user with id '55643' viewed the 'folder' activity with course module id '54201'.;
24/01/2020 19:35,User 162,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '55643' viewed the course with id '1750'.;
24/01/2020 19:35,User 162,/,Quiz: Esame 18 settembre 2019 - Completo,Quiz,Visualizzato modulo corso,The user with id '55643' viewed the 'quiz' activity with course module id '54170'.;
24/01/2020 19:35,User 162,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '55643' viewed the course with id '1750'.;
24/01/2020 18:44,User 6,/,File: Progettazione concettuale di basi di dati,Risorsa,Visualizzato modulo corso,The user with id '11188' viewed the 'resource' activity with course module id '54223'.;
24/01/2020 18:43,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Effettuata revisione tentativo quiz,The user with id '11188' has had their attempt with id '486260' reviewed by the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 18:43,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486347' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 18:43,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Avviato tentativo quiz,The user with id '11188' has started the attempt with id '486347' for the quiz with course module id '54217'.;
24/01/2020 18:43,User 6,/,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54217'.;
24/01/2020 18:43,User 6,/,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54221'.;
24/01/2020 18:36,User 10,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '34817' viewed the course with id '1750'.;
24/01/2020 18:26,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Effettuata revisione tentativo quiz,The user with id '11188' has had their attempt with id '486331' reviewed by the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:26,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Inviato tentativo quiz,The user with id '11188' has submitted the attempt with id '486331' for the quiz with course module id '54221'.;
24/01/2020 18:26,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato riepilogo del quiz,The user with id '11188' has viewed the summary for the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:25,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:25,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:25,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:25,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:25,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:24,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:23,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:20,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:20,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:19,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:18,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:13,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:12,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:11,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:11,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:07,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486331' belonging to the user with id '11188' for the quiz with course module id '54221'.;
24/01/2020 18:07,User 6,User 6,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Avviato tentativo quiz,The user with id '11188' has started the attempt with id '486331' for the quiz with course module id '54221'.;
24/01/2020 18:07,User 6,/,Quiz: Quiz modello Entity-Relationship - comprensione schemi,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54221'.;
24/01/2020 18:05,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Effettuata revisione tentativo quiz,The user with id '11188' has had their attempt with id '486318' reviewed by the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 18:05,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Inviato tentativo quiz,The user with id '11188' has submitted the attempt with id '486318' for the quiz with course module id '54220'.;
24/01/2020 18:05,/,User 6,Corso: BASI DI DATI - 25880,Sistema,Valutato utente,The user with id '-1' updated the grade with id '402842' for the user with id '11188' for the grade item with id '5779'.;
24/01/2020 18:05,User 6,User 6,Corso: BASI DI DATI - 25880,Sistema,Valutato utente,The user with id '11188' updated the grade with id '402865' for the user with id '11188' for the grade item with id '5803'.;
24/01/2020 18:05,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato riepilogo del quiz,The user with id '11188' has viewed the summary for the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 18:01,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 18:01,User 24,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '40285' viewed the course with id '1750'.;
24/01/2020 17:59,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 17:54,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 17:53,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 17:52,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486318' belonging to the user with id '11188' for the quiz with course module id '54220'.;
24/01/2020 17:52,User 6,User 6,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Avviato tentativo quiz,The user with id '11188' has started the attempt with id '486318' for the quiz with course module id '54220'.;
24/01/2020 17:52,User 6,/,Quiz: Quiz modello Entity-Relationship - definizioni,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54220'.;
24/01/2020 17:17,User 24,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '40285' viewed the course with id '1750'.;
24/01/2020 17:17,User 24,/,Scelta: Iscrizione all'appello del 23 luglio,Scelta,Visualizzato modulo corso,The user with id '40285' viewed the 'choice' activity with course module id '82510'.;
24/01/2020 17:17,User 24,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '40285' viewed the course with id '1750'.;
24/01/2020 17:08,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Effettuata revisione tentativo quiz,The user with id '11188' has had their attempt with id '486260' reviewed by the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:08,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Inviato tentativo quiz,The user with id '11188' has submitted the attempt with id '486260' for the quiz with course module id '54217'.;
24/01/2020 17:08,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato riepilogo del quiz,The user with id '11188' has viewed the summary for the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:07,User 6,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '11188' viewed the course with id '1750'.;
24/01/2020 17:07,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:07,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:06,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:06,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:02,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:01,User 79,/,File: Progettazione logica di basi di dati,Risorsa,Visualizzato modulo corso,The user with id '11543' viewed the 'resource' activity with course module id '54226'.;
24/01/2020 17:00,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486260' belonging to the user with id '11188' for the quiz with course module id '54217'.;
24/01/2020 17:00,User 6,User 6,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Avviato tentativo quiz,The user with id '11188' has started the attempt with id '486260' for the quiz with course module id '54217'.;
24/01/2020 16:55,User 6,/,Quiz: Quiz modello relazionale - comprensione schemi,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54217'.;
24/01/2020 16:53,User 161,/,File: SQL: Divisione,Risorsa,Visualizzato modulo corso,The user with id '54341' viewed the 'resource' activity with course module id '54249'.;
24/01/2020 16:51,User 161,/,File: SQL - Operazioni insiemistiche e Funzioni di gruppo/Raggruppamento,Risorsa,Visualizzato modulo corso,The user with id '54341' viewed the 'resource' activity with course module id '54247'.;
24/01/2020 16:48,User 6,/,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato modulo corso,The user with id '11188' viewed the 'quiz' activity with course module id '54216'.;
24/01/2020 16:42,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Effettuata revisione tentativo quiz,The user with id '11188' has had their attempt with id '486219' reviewed by the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:42,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Inviato tentativo quiz,The user with id '11188' has submitted the attempt with id '486219' for the quiz with course module id '54216'.;
24/01/2020 16:42,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato riepilogo del quiz,The user with id '11188' has viewed the summary for the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:42,User 24,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '40285' viewed the course with id '1750'.;
24/01/2020 16:41,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:40,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:40,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:40,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:40,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:40,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:39,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:37,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:34,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
24/01/2020 16:33,User 6,User 6,Quiz: Quiz modello relazionale - definizioni,Quiz,Visualizzato tentativo quiz,The user with id '11188' has viewed the attempt with id '486219' belonging to the user with id '11188' for the quiz with course module id '54216'.;
